"gene","status","n_tissue_errors"
"COPB2","finished",0
"COPE","finished",0
"COPG1","finished",0
"COPG2","finished",0
"COPRS","finished",0
"COPS2","finished",0
"COPS3","finished",0
"COPS4","finished",0
"COPS5","finished",0
"COPS6","finished",0
"COPS7A","finished",0
"COPS7B","finished",0
"COPS8","finished",0
"COPS9","finished",0
"COPZ1","finished",0
"COPZ2","finished",0
"COQ10A","finished",0
"COQ10B","finished",0
"COQ2","finished",0
"COQ3","finished",0
"COQ4","finished",0
"COQ5","finished",0
"COQ6","finished",0
"COQ7","finished",0
"COQ8A","finished",0
"COQ8B","finished",0
"COQ9","finished",0
"CORIN","finished",0
"CORO1A","finished",0
"CORO1B","finished",0
"CORO1C","finished",0
"CORO2A","finished",0
"CORO2B","finished",0
"CORO6","finished",0
"CORO7","finished",0
"CORT","finished",0
"COTL1","finished",0
"COX10","finished",0
"COX11","finished",0
"COX14","finished",0
"COX15","finished",0
"COX16","finished",0
"COX17","finished",0
"COX18","finished",0
"COX19","finished",0
"COX20","finished",0
"COX4I1","finished",0
"COX4I2","finished",0
"COX5A","finished",0
"COX5B","finished",0
"COX6A1","finished",0
"COX6A2","finished",0
"COX6B1","finished",0
"COX6B2","finished",0
"COX6C","finished",0
"COX7A1","finished",0
"COX7A2","finished",0
"COX7A2L","finished",0
"COX7B","gene_error",0
"COX7B2","finished",0
"COX7C","finished",0
"COX8A","finished",0
"COX8C","finished",0
"CP","finished",0
"CPA1","finished",0
"CPA2","finished",0
"CPA3","finished",0
"CPA4","finished",0
"CPA5","finished",0
"CPA6","finished",0
"CPAMD8","finished",0
"CPB1","finished",0
"CPB2","finished",0
"CPD","finished",0
"CPE","finished",0
"CPEB1","finished",0
"CPEB2","finished",0
"CPEB3","finished",0
"CPEB4","finished",0
"CPED1","finished",0
"CPHXL","finished",0
"CPLX1","finished",0
"CPLX2","finished",0
"CPLX3","finished",0
"CPLX4","finished",0
"CPM","finished",0
"CPN1","finished",0
"CPN2","finished",0
"CPNE1","finished",0
"CPNE2","finished",0
"CPNE3","finished",0
"CPNE4","finished",0
"CPNE5","finished",0
"CPNE6","finished",0
"CPNE7","finished",0
"CPNE8","finished",0
"CPNE9","finished",0
"CPO","finished",0
"CPOX","finished",0
"CPPED1","finished",0
